"group","name","rating","n_rater","n_reviewer","summary","process","ingredient"
"soups-stews-and-chili.stews.gumbo","Instant Pot® Seafood Gumbo",0,0,1,"I took one of my favorite gumbo recipes and converted it to cook in the Instant Pot®. Chock-full of shrimp, scallops, and cod, it is cooked in a roux that incorporates Louisiana beer.","prep: 30 mins,cook: 30 mins,additional: 10 mins,total: 1 hr 10 mins,Servings: 4,Yield: 4 servings","3 tablespoons butter + 2 stalks celery, finely chopped + 1 onion, finely chopped + 1 green bell pepper - stemmed, seeded, and finely chopped + 3 cloves garlic, minced + <U+2153> cup all-purpose flour, divided + 2<U+2009>¼ cups chicken broth, divided + 6 ounces beer (such as Abita Turbodog®) + 1<U+2009><U+2153> cups water + ¾ cup uncooked white rice + ½ pound medium shrimp, peeled and deveined + <U+2153> pound cod, cut into 1-inch pieces + <U+2153> pound scallops + 2 teaspoons Cajun seasoning + 2 teaspoons Worcestershire sauce + 1<U+2009>½ teaspoons salt + ¼ teaspoon dried thyme + ¼ teaspoon cayenne pepper, or to taste"
"soups-stews-and-chili.stews.gumbo","Spicy Shrimp Gumbo",5,13,13,"This recipe has been in my family for many years. Delicious during cold winter nights.","prep: 30 mins,cook: 33 mins,total: 1 hr 3 mins,Servings: 9,Yield: 9 servings","½ cup vegetable oil + ½ cup all-purpose flour + 1 large onion, chopped + ½ cup finely chopped celery + ½ cup sliced green onion + ½ cup chopped fresh parsley (Optional) + 6 cloves garlic, minced + 4 cups chicken broth + 1 teaspoon salt + ½ teaspoon ground red chile pepper + 2 pounds fresh medium shrimp, peeled and deveined + 3 cups hot cooked rice + 9 sprigs fresh parsley (Optional)"
"soups-stews-and-chili.stews.gumbo","Shrimp Gumbo with Okra",0,0,2,"I kinda winged this recipe but it turned out great! Authentic Creole flavors and so easy to make! I used pre-cooked/Cajun-seasoned shrimp which made this gumbo with okra that much easier, but you can just use raw shrimp. Adjust the spice to make it as hot or mild as you'd like. Leftovers freeze well. Serve with rice and/or crusty French bread!","prep: 30 mins,cook: 3 hrs 40 mins,total: 4 hrs 10 mins,Servings: 10,Yield: 10 servings","1<U+2009>½ pounds uncooked medium shrimp + 1 tablespoon Cajun seasoning, divided, or to taste + 3 quarts water + 1 medium onion, diced, divided + 1 large green bell pepper, diced, divided + ½ cup butter + ½ cup all-purpose flour + 1 tablespoon tomato paste, or more to taste + 2 (14.5 ounce) cans diced tomatoes with green pepper and onion + 1 pound okra, cut into 1/4-inch pieces + <U+215B> teaspoon Cajun-style crab boil seasoning, or to taste"
"soups-stews-and-chili.stews.gumbo","Fire Roasted Vegetarian Gumbo",0,0,12,"The smokiness from the paprika, roasted peppers, and tomatoes takes the place of andouille sausage in this vegetarian gumbo. With a lot of spice and flavor, this gumbo is a great way to warm up on a cold winter's night.","prep: 45 mins,cook: 1 hr 15 mins,total: 2 hrs,Servings: 8,Yield: 8 servings","1 serrano pepper + 1 banana pepper + 1 small jalapeno chile pepper + ¼ cup canola oil + ¼ cup all-purpose flour + 2 tablespoons canola oil + 2 celery ribs, chopped + 1 large onion, chopped + 3 green bell peppers, chopped + 1 quart vegetable broth + 2 cloves garlic, minced + 2 tablespoons Cajun seasoning + 1 tablespoon smoked paprika + 1 tablespoon file powder + 1 cup fire-roasted tomatoes + 1 sweet potato, peeled and cubed + 1 parsnip, peeled and cubed + 1 cup canned red beans, rinsed and drained + 1 cup canned black-eyed peas, rinsed and drained + 2 cups frozen cut okra, thawed"
"soups-stews-and-chili.stews.gumbo","Shrimp Gumbo",0,0,1,"This is and adaptation of a recipe my sister in law gave me. It is hearty and delicious. You can make it as spicy or as mild as you like to your taste and it doesn't take long to make. Set out hot sauce for diners to season to their own liking.","prep: 25 mins,cook: 45 mins,total: 1 hr 10 mins,Servings: 6,Yield: 6 servings","1<U+2009>½ tablespoons olive oil + 1 medium onion, chopped + 1 green bell pepper, seeded and chopped + 1 jalapeno pepper, seeded and chopped, or more to taste (Optional) + 3 cloves garlic, minced + 2 (14.5 ounce) cans Mexican-style stewed tomatoes, undrained + 2<U+2009><U+2153> cups chicken broth + 1 (6 ounce) package uncooked long grain and wild rice mix, with seasoning packet + 1 (12 ounce) package fully cooked hot Italian sausage, cut into 1/4-inch thick slices + 1 pound raw small shrimp, shelled and deveined"
"soups-stews-and-chili.stews.jambalaya","Jambalaya",5,1049,779,"A spicy jambalaya with chicken, andouille sausage, rice and Cajun seasonings that's easy to make in one pot.","prep: 20 mins,cook: 45 mins,total: 1 hr 5 mins,Servings: 6,Yield: 6 servings","2 tablespoons peanut oil, divided + 1 tablespoon Cajun seasoning + 10 ounces andouille sausage, sliced into rounds + 1 pound boneless skinless chicken breasts, cut into 1 inch pieces + 1 onion, diced + 1 small green bell pepper, diced + 2 stalks celery, diced + 3 cloves garlic, minced + 1 (16 ounce) can crushed Italian tomatoes + ½ teaspoon red pepper flakes + ½ teaspoon ground black pepper + 1 teaspoon salt + ½ teaspoon hot pepper sauce + 2 teaspoons Worcestershire sauce + 1 teaspoon file powder + 1<U+2009>¼ cups uncooked white rice + 2<U+2009>½ cups chicken broth"
"soups-stews-and-chili.stews.jambalaya","Shrimp, Sausage, and Fish Jambalaya",0,0,90,"Did a lot of research on jambalaya and reviewed a number of recipes and came up with the following. I like white fish and, while not traditional, added chunks of cod fillet to this dish. You want to add the shrimp and fish to the dish with about 10 minutes to go so it does not overcook. Cook uncovered if it is soupy and covered if it is not during these last 10 minutes. Finally, try to find andouille sausage if possible. It makes all the difference.","prep: 30 mins,cook: 1 hr 10 mins,total: 1 hr 40 mins,Servings: 6,Yield: 6 servings","¼ cup butter + 10 ounces andouille sausage, halved lengthwise and cut into 1/4-inch half-moons + 1 cup diced onion + 1 cup diced celery + 1 cup diced green bell pepper + 1<U+2009>½ teaspoons minced garlic + 1 (6 ounce) can tomato paste + 1 (14.5 ounce) can diced tomatoes + 2 teaspoons Worcestershire sauce (such as Lea & Perrins®) + 1<U+2009>½ teaspoons Cajun seasoning (such as Tony Chachere's), or to taste + ½ teaspoon ground black pepper + 4 cups low-sodium chicken broth + 2 cups medium-grain rice + ¾ pound shrimp, peeled and deveined + ¾ pound cod fillets, cut into 1 1/2-inch chunks (Optional) + salt to taste + <U+2153> cup chopped fresh parsley"
"soups-stews-and-chili.stews.jambalaya","Low Carb Jambalaya",4.5,339,266,"A jambalaya for the low-carb and paleo crowd. It's rice free, with extra veggies to make up the volume. Just as delicious and flavorful as traditional jambalaya, without the insulin spike!","prep: 15 mins,cook: 30 mins,total: 45 mins,Servings: 6,Yield: 6 servings","1 tablespoon olive oil + 1 tablespoon butter + 1 large onion, diced + 2 andouille sausage, halved lengthwise and cut into 1/4-inch half-moons + 6 cloves garlic, finely chopped + 1 (14 ounce) can crushed tomatoes + 3 green bell peppers, seeded and diced + 2 zucchinis, diced + 2 tablespoons Cajun seasoning + 1 teaspoon hot sauce, or to taste + 1 cup chicken broth + 1 pound chicken breast, cooked, cooled, and chopped + 1 pound cooked, peeled, and deveined shrimp"
"soups-stews-and-chili.stews.jambalaya","Instant Pot® Cajun Jambalaya",5,6,6,"Jambalaya doesn't get any easier than this Instant Pot® version, full of andouille sausage, shrimp, chicken, and plenty of vegetables.","prep: 30 mins,cook: 25 mins,additional: 5 mins,total: 1 hr,Servings: 4,Yield: 4 servings","1 cup uncooked white rice + 1 cup chicken broth + 1 tablespoon grapeseed oil + 2 chicken breasts, chopped in small pieces + 2 andouille sausages, sliced + 2 ribs celery, chopped + 1 small green bell pepper, seeded and chopped + 1 small onion, chopped + 1 (14.5 ounce) can fire-roasted tomatoes + 2 teaspoons Creole seasoning + 1 teaspoon Cajun seasoning + 12 large shrimp, peeled and deveined"
"soups-stews-and-chili.stews.jambalaya","Bubba's Jambalaya",4.5,1034,765,"Easy Southern classic, with chicken, sausage, ham, and shrimp.","prep: 25 mins,cook: 40 mins,total: 1 hr 5 mins,Servings: 12,Yield: 12 servings","6 slices bacon, cut into 1 inch pieces + 1 cup chopped celery + 1 green bell pepper, seeded and chopped + 1 onion, chopped + ½ pound cubed cooked ham + ½ pound cubed cooked chicken + ½ pound cubed smoked sausage + 2 (14.5 ounce) cans crushed tomatoes, with liquid + 2 cups beef broth + 2 cups chicken broth + 1 teaspoon dried thyme + 2 teaspoons Cajun seasoning + 2 cups uncooked white rice + ½ pound salad shrimp"
"soups-stews-and-chili.stews.jambalaya","Chef John's Sausage & Shrimp Jambalaya",0,0,585,"While shrimp jambalaya is really more of a thicker rice stew than a soup, it's one of those dishes that can be customized. Add more stock to easily make it into a soup recipe. Serve garnished with green onion.","prep: 15 mins,cook: 1 hr,total: 1 hr 15 mins,Servings: 4","2 tablespoons butter + 8 ounces andouille sausage, cut into 1/4-inch slices + 2 tablespoons ground paprika + 1 tablespoon ground cumin + ½ teaspoon cayenne pepper + ½ cup diced tomatoes + 2 stalks celery, sliced 1/4 inch thick + 1 large green bell pepper, diced + 4 green onions, thinly sliced + 1 teaspoon salt + 1 bay leaf + 1 cup uncooked brown rice + 3 cups chicken stock + 1 pound large shrimp, peeled and deveined + salt and ground black pepper to taste"
"soups-stews-and-chili.stews.jambalaya","Texas Jambalaya",0,0,85,"This is a hearty, filling meal with only one pot to clean up.","prep: 10 mins,cook: 35 mins,total: 45 mins,Servings: 6,Yield: 6 servings","2 tablespoons olive oil + 1 cup diced onion + ½ cup diced green bell pepper + ½ cup diced celery + 1<U+2009>½ teaspoons chopped garlic + 1 cup converted long-grain white rice + 4 ounces smoked sausage, cut into slices + 4 ounces cooked ham, cut into bite-size pieces + 2 (10 ounce) cans diced tomatoes with green chile peppers + 1 cup chicken broth + ¼ teaspoon dried thyme + 1 bay leaf + 2 (15 ounce) cans ranch-style beans, undrained"
"soups-stews-and-chili.stews.jambalaya","Oven Baked Jambalaya",4.5,436,346,"Impress your family and friends when you serve this classic and flavorful Creole dish and best of all, it's easily made in the oven. I brought a huge roaster pan full to a neighborhood fish fry and needless to say, there were no leftovers. Follow the link for the Creole Seasoning Blend, and make your very own seasoning!","prep: 45 mins,cook: 2 hrs,total: 2 hrs 45 mins,Servings: 16,Yield: 16 servings","½ cup butter + 1 large onion, diced + 1 large green bell pepper, chopped + 4 stalks celery, chopped + 4 cloves garlic, minced + 1 (6 ounce) can tomato paste + 3 leaf (blank)s bay leaves + 3 tablespoons Creole seasoning blend (such as the one linked in the footnote) + 4 teaspoons Worcestershire sauce + 2 (28 ounce) cans whole peeled tomatoes + 7 cups chicken stock + 3 cups chopped cooked ham + 3 cups cooked andouille sausage, sliced + 3 cups cooked chicken, cut into bite-sized pieces + 3 cups frozen cooked shrimp + 4 cups uncooked long-grain white rice"
"soups-stews-and-chili.stews.jambalaya","Jambalaya In a Jiffy",0,0,28,"You'll appreciate this nicely spiced combination on days when you're pressed for time.","prep: 15 mins,cook: 20 mins,total: 35 mins,Servings: 6,Yield: 6 servings","2 tablespoons olive oil + 1 onion, diced + 1 green bell pepper, diced + 4 cloves garlic, minced + 1 pound fully cooked kielbasa, cubed + 1 (28 ounce) can diced tomatoes with juice + ½ cup water + 1 teaspoon paprika + ½ teaspoon dried oregano + ¼ teaspoon dried thyme + 3 dashes hot sauce + 1<U+2009>½ cups orzo pasta"
"soups-stews-and-chili.stews.jambalaya","Turkey Jambalaya",0,0,58,"This is a low-fat version of the classic Cajun dish. You can use any kind of meat...sausage, chicken, shrimp, or, as I do, lowfat turkey sausage. This is a snap to prepare. You'll love it!","prep: 30 mins,cook: 1 hr,total: 1 hr 30 mins,Servings: 6,Yield: 6 servings","1<U+2009>½ pounds hot turkey sausage + 3 stalks celery, chopped + 1 onion, diced + 1 green bell pepper, diced + 3 cloves garlic, pressed + 1 (14.5 ounce) can Italian-style diced tomatoes, undrained + 2 cups low-sodium chicken broth + 1<U+2009>½ cups uncooked long-grain white rice + 1 bay leaf + 2 teaspoons Cajun seasoning"
"soups-stews-and-chili.stews.jambalaya","Jenny's Jambalaya",0,0,136,"Chicken, sausage, and shrimp on rice.","prep: 25 mins,cook: 25 mins,total: 50 mins,Servings: 6,Yield: 6 to 8 servings","1 tablespoon olive oil + 2 large onions, chopped + 2 (14.5 ounce) cans stewed tomatoes, drained + 2 boneless chicken breast halves, cooked and shredded + 1 pound turkey sausage links, without casings, cooked and chopped + ¼ teaspoon garlic powder + 1 tablespoon hot sauce + salt and pepper to taste + 1<U+2009>½ cups uncooked long-grain rice + 3 cups chicken broth + 1 pound large shrimp, peeled and deveined"
"soups-stews-and-chili.stews.jambalaya","Meaty Slow Cooker Jambalaya",0,0,120,"I like to avoid frozen shrimp when I can so I am using dry cured ham instead to this delicious jambalaya! Toss the chicken, sausage, ham, vegetables, and seasonings in the slow cooker and forget about it until dinner time.","prep: 20 mins,cook: 7 hrs,total: 7 hrs 20 mins,Servings: 12,Yield: 12 servings","1 pound skinless, boneless chicken breast halves - cut into 1-inch cubes + 1 pound andouille sausage, sliced + 1 pound Black Forest ham, cut into cubes + 1 (28 ounce) can diced tomatoes with juice + 1 large onion, chopped + 1 large green bell pepper, chopped + 1 cup chicken broth + 1 cup chopped celery + 2 teaspoons dried oregano + 2 teaspoons dried parsley + 2 teaspoons Cajun seasoning + 1 teaspoon cayenne pepper + 1 teaspoon file powder (Optional) + ½ teaspoon dried thyme"
"soups-stews-and-chili.stews.jambalaya","Instant Pot Jambalaya with Shrimp and Chicken",5,18,15,"This tasty chicken and shrimp jambalaya is made all in one pot — your Instant Pot! Heat lovers can double the hot pepper sauce to give it an extra kick. Serve over white rice.","prep: 10 mins,cook: 30 mins,additional: 5 mins,total: 45 mins,Servings: 8","2 tablespoons olive oil, divided + 14 ounces andouille sausage, sliced + 1 medium onion, chopped + 2 cloves garlic, crushed + 1 pound boneless skinless chicken breasts, cubed + 1 green bell pepper, chopped + 2 stalks celery, chopped + 1 (28 ounce) can diced tomatoes + 1 pound uncooked medium shrimp, peeled and deveined + ½ teaspoon dried thyme + ½ teaspoon salt + ½ teaspoon seasoned salt + ¼ teaspoon pepper + ¼ teaspoon hot pepper sauce (such as Tabasco®) + 2 tablespoons chopped green onions"
"soups-stews-and-chili.stews.jambalaya","One-Pot Keto Jambalaya with Cauliflower Rice",0,0,7,"Try this keto version of traditional jambalaya with cauliflower rice instead of rice, andouille sausage, and chicken thighs for a Louisiana-inspired dinner.","prep: 10 mins,cook: 35 mins,total: 45 mins,Servings: 6,Yield: 6 servings","3 tablespoons ghee (clarified butter) + 1 cup chopped green bell pepper + 1 cup chopped celery + 1 cup chopped onion + 1 pound skinless, boneless chicken thighs, cut into 1-inch pieces + 14 ounces andouille sausage, cut lengthwise and sliced crosswise into 1/4-inch slices + 2 tablespoons Cajun seasoning + 1 teaspoon hot sauce + 1 (10 ounce) can diced tomatoes with green chiles (such as Rotel®), drained slightly + ½ cup unsalted chicken stock + 1 (16 ounce) package frozen riced cauliflower + 1 pound frozen raw shrimp, peeled and deveined + freshly ground black pepper to taste"
"soups-stews-and-chili.stews.jambalaya","Slow Cooker Jambalaya (Vegan)",4.5,31,25,"A good meal to freeze and throw in the slow cooker on a busy day. I prefer the rice cooked separately. You can substitute Creole seasoning for the Cajun seasoning and bok choy for the celery, if desired.","prep: 25 mins,cook: 4 hrs 30 mins,total: 4 hrs 55 mins,Servings: 6,Yield: 6 servings","1 tablespoon olive oil, or to taste + 1 (28 ounce) can diced tomatoes with juice + 8 ounces seitan, cut into cubes + 8 ounces smoked vegan sausage, cut into 2-inch slices + ½ large onion, chopped + ½ large green bell pepper, seeded and chopped + 3 stalks celery, chopped + 1 cup vegetable broth + 2 cloves garlic, minced + 1 tablespoon miso paste + 1<U+2009>½ teaspoons Cajun seasoning + ½ teaspoon dried thyme + ½ teaspoon dried oregano + 1 cup rice + 1 tablespoon chopped fresh parsley, or to taste (Optional)"
"soups-stews-and-chili.stews.jambalaya","Chicken Jambalaya I",0,0,123,"This is a one-skillet chicken and rice dish with veggies, herbs and just a slight spicy kick!","Servings: 4,Yield: 4 servings","2 tablespoons butter + <U+2153> cup chopped celery + ¼ cup chopped onion + ¼ cup chopped green bell pepper + 1 (14.5 ounce) can diced tomatoes + 1<U+2009>½ cups chicken broth + <U+2154> cup white rice + 1 teaspoon dried thyme + ½ teaspoon garlic salt + ¼ teaspoon ground black pepper + ½ teaspoon hot pepper sauce + 1 bay leaf + 2 cups cooked, cubed chicken meat"
"soups-stews-and-chili.stews.jambalaya","Quinoa Jambalaya",4.5,59,50,"Move over Zatarain's® this is healthier and tastier.","prep: 10 mins,cook: 30 mins,total: 40 mins,Servings: 6,Yield: 6 servings","1 tablespoon vegetable oil, or as needed + 1 pound kielbasa (Polish) sausage, halved lengthwise and sliced + ½ sweet onion (such as Vidalia®), diced + 6 miniature multi-colored sweet peppers, diced + 1 teaspoon dried oregano + 1 teaspoon dried thyme + ½ teaspoon cayenne pepper + ¼ teaspoon celery salt + 1 pinch red pepper flakes + 1 cup quinoa + 2 cups chicken broth + ½ cup marinara sauce"
"soups-stews-and-chili.stews.jambalaya","Simple Slow Cooker Jambalaya",0,0,24,"Chicken, sausage and shrimp simmered with rice & veggies for a one-pot meal that's perfect for family gatherings.","prep: 19 mins,cook: 4 hrs 30 mins,total: 4 hrs 49 mins,Servings: 12,Yield: 12 servings","2 pounds chicken thighs, cut into bite-size pieces + 1 pound andouille sausage, sliced + 1 (12 ounce) package mirepoix (diced celery, carrots and onions) + 2 (14.5 ounce) cans diced tomatoes, undrained + ½ cup chopped green bell pepper + 3 cloves garlic, minced + 2 cups Swanson® Chicken Broth + 1 tablespoon Cajun seasoning + 1 teaspoon dried thyme + 1 teaspoon dried oregano + 1 pound uncooked medium shrimp, peeled and deveined + 2 cups converted long-grain white rice + 1 tablespoon chopped fresh parsley (Optional)"
"soups-stews-and-chili.stews.jambalaya","Shrimp Jambalaya",4,50,35,"Something for that day you just don't really want to cook but want to use a slow cooker.","prep: 40 mins,cook: 9 hrs 20 mins,total: 10 hrs,Servings: 8,Yield: 8 servings","1 pound boneless, skinless chicken thighs, cut into 2-inch pieces + 2 stalks celery, thinly sliced + 1 medium green bell pepper, cut into 1 inch pieces + 1 medium onion, chopped + 2 cloves garlic, minced + 1 (28 ounce) can crushed tomatoes, with liquid + 1 tablespoon white sugar + ½ teaspoon salt + ½ teaspoon dried Italian seasoning + ¼ teaspoon cayenne pepper + 1 bay leaf + 1 cup uncooked orzo pasta + 1 pound cooked shrimp, peeled and deveined"
"soups-stews-and-chili.stews.jambalaya","My Jambalaya",0,0,3,"Enjoy this low-carb version of jambalaya without missing out on any of the flavor!","prep: 20 mins,cook: 30 mins,total: 50 mins,Servings: 6,Yield: 6 servings","1 tablespoon olive oil + 1 tablespoon butter + 2 Polish sausages, halved lengthwise and cut into 1/4-inch thick pieces + 1 large onion, diced + 6 cloves garlic, finely chopped + 3 green bell peppers, seeded and diced + 2 zucchini, chopped, or to taste + 1 (14 ounce) can crushed tomatoes + 1 cup chicken broth + ½ cup rice + 1 teaspoon Worcestershire sauce, or to taste + 1 bay leaf + 1 pound chopped cooked chicken breast + 1 pound peeled cooked shrimp"
"soups-stews-and-chili.stews.jambalaya","The Captain's Famous Jambalaya",0,0,25,"This jambalaya may have been a few places since the bayou, but it's a thick, rich dish that everyone will love! I've experimented with many types of seafood in this recipe, and the flavor and consistency of snapper works the best. Serve with French bread and hot red pepper sauce!","prep: 25 mins,cook: 1 hr 30 mins,total: 1 hr 55 mins,Servings: 8,Yield: 8 servings","2 tablespoons unsalted butter + 2 tablespoons all-purpose flour + 2 teaspoons file powder + 3 cloves garlic, peeled and minced + 2 green onions, chopped + 2 large sweet onions, chopped + 1 large green bell pepper, chopped + 3 large tomatoes, peeled and chopped + ½ teaspoon black pepper + ½ teaspoon cayenne pepper + ¼ teaspoon ground allspice + ¼ teaspoon ground cloves + 1 teaspoon salt + 1 bay leaf + 2 cups mushroom broth + 1<U+2009>½ cups uncooked brown rice + 1 pound red snapper fillets, cut into 2 inch pieces"
"soups-stews-and-chili.stews.jambalaya","Creole Jambalaya Stew",NA,0,0,"This jambalaya stew is a favorite every year for Lenten soup suppers at church...","prep: 20 mins,cook: 4 hrs 40 mins,total: 5 hrs,Servings: 8,Yield: 8 servings","2 cups chicken broth + 1 (14.5 ounce) can diced tomatoes + 2 medium onions, chopped + 2 stalks celery, sliced + 1 large green bell pepper, coarsely chopped + 6 cloves garlic, minced + 2 teaspoons Creole seasoning + ½ pound andouille sausage, sliced + ½ pound turkey kielbasa, sliced + 1 cup uncooked white rice + 1 pound uncooked medium shrimp, peeled and deveined"
"soups-stews-and-chili.stews.jambalaya","Jambalaya I",0,0,15,"This is just a touch of New Orleans cuisine, zesty and flavorful! Plus it has the ease of being made in a slow cooker.","Servings: 5,Yield: 4 to 6 servings","2 cups diced ham + 2 onion, chopped + 2 stalks celery, diced + 1 green bell pepper, chopped + 2 (14.5 ounce) cans stewed tomatoes + ¼ cup tomato paste + 3 cloves garlic, minced + 1 tablespoon minced fresh parsley + ½ teaspoon dried thyme + 2 whole cloves + 2 tablespoons vegetable oil + 1 cup converted long-grain white rice + 1 pound medium shrimp - peeled and deveined"
"soups-stews-and-chili.stews.jambalaya","Shrimp and Smoked Sausage Jambalaya",0,0,37,"In partnership with Hillshire Farm Brand, we're helping you make dinnertime easy, quick, and delicious. Here, a medley of sweet and spicy flavors comes together in this classic Cajun dish.","prep: 20 mins,cook: 30 mins,total: 50 mins,Servings: 8,Yield: 8 servings","1 tablespoon olive oil + 1 (12 ounce) package Hillshire Farm® Rope Smoked Sausage, cut in 1/2"" bias-cut slices + 2 cups chopped yellow onion + 1 cup chopped celery + 1 cup chopped red bell pepper + 2 tablespoons minced garlic + 1 jalapeno pepper, seeded and minced + 2 cups uncooked jasmine rice + 3 cups unsalted chicken stock + 1 (14.5 ounce) can diced tomatoes, drained + 1<U+2009>½ teaspoons kosher salt + ½ teaspoon cayenne pepper + 1 pound large shrimp, peeled and deveined + ½ cup thinly sliced scallions, plus more for garnish + 2 tablespoons fresh lemon juice"
"soups-stews-and-chili.soup.vegetable-soup.potato-soup","Absolutely Ultimate Potato Soup",4.5,2936,2259,"I have made this potato soup for many whom have given it this title. It takes a bit of effort but is well worth it. Please note: for those who do not wish to use bacon, substitute 1/4 cup melted butter for the bacon grease and continue with the recipe. (I generally serve this soup as a special treat as it is not recommended for people counting calories.)","prep: 15 mins,cook: 30 mins,total: 45 mins,Servings: 8,Yield: 8 servings","1 pound bacon, chopped + 2 stalks celery, diced + 1 onion, chopped + 3 cloves garlic, minced + 8 potatoes, peeled and cubed + 4 cups chicken stock, or enough to cover potatoes + 3 tablespoons butter + ¼ cup all-purpose flour + 1 cup heavy cream + 1 teaspoon dried tarragon + 3 teaspoons chopped fresh cilantro + salt and freshly ground black pepper to taste"
"soups-stews-and-chili.soup.vegetable-soup.potato-soup","Baked Potato Soup",4.5,2333,1735,"This baked potato soup is thick, creamy, and an excellent way to use leftover baked potatoes.","prep: 15 mins,cook: 25 mins,total: 40 mins,Servings: 6","12 slices bacon + <U+2154> cup margarine + <U+2154> cup all-purpose flour + 7 cups milk + 4 large baked potatoes, peeled and cubed + 4 green onions, chopped + 1<U+2009>¼ cups shredded Cheddar cheese + 1 cup sour cream + 1 teaspoon salt + 1 teaspoon ground black pepper"
"soups-stews-and-chili.soup.vegetable-soup.potato-soup","World's Best Potato Soup",4.5,412,336,"Cheesy, hearty potato soup that's better than the restaurants.","Servings: 9,Yield: 8 to 10 servings","8 unpeeled potatoes, cubed + 1 onion, chopped + 2 stalks celery, diced + 6 cubes chicken bouillon + 1 pint half-and-half cream + 1 pound bacon - cooked and crumbled + 1 (10.75 ounce) can condensed cream of mushroom soup + 2 cups shredded Cheddar cheese"
"soups-stews-and-chili.soup.vegetable-soup.potato-soup","Carol's Baked Potato Soup",0,0,274,"This baked potato soup recipe is easy and tastes great. Even the kids like it! It's got potatoes, bacon, green onions, cheese, and sour cream. Rich and delicious.","prep: 20 mins,cook: 1 hr 30 mins,total: 1 hr 50 mins,Servings: 6","4 baking potatoes + <U+2154> cup butter + <U+2154> cup all-purpose flour + 6 cups milk + 1 cup chopped green onions + ¾ teaspoon salt + ½ teaspoon ground black pepper + 12 slices cooked bacon, crumbled + 5 ounces shredded Cheddar cheese + 1 (8 ounce) container sour cream"
"soups-stews-and-chili.soup.vegetable-soup.potato-soup","Delicious Ham and Potato Soup",0,0,10875,"This ham and potato soup recipe was given to me by a friend. It's delicious and easy to make. The best part? You can add additional ingredients like more ham and potatoes, and it still turns out great.","prep: 20 mins,cook: 20 mins,total: 40 mins,Servings: 8","3<U+2009>½ cups peeled and diced potatoes + 3<U+2009>¼ cups water + ¾ cup diced cooked ham + <U+2153> cup diced celery + <U+2153> cup finely chopped onion + 2 tablespoons chicken bouillon granules + 1 teaspoon ground white or black pepper, or to taste + ½ teaspoon salt, or to taste + 5 tablespoons butter + 5 tablespoons all-purpose flour + 2 cups milk"
"soups-stews-and-chili.soup.vegetable-soup.potato-soup","Slow Cooker Potato-Bacon Soup",0,0,12,"Comfort food at its best! Perfect in a mug by the fireplace or served up in your best china on Christmas Eve. This slow cooker potato-bacon soup is a crowd pleaser. I made up this recipe when I had friends coming over on a cold night and they all loved it. I promised to share my recipe, so here it is. Enjoy!","prep: 15 mins,cook: 6 hrs 15 mins,total: 6 hrs 30 mins,Servings: 10,Yield: 10 servings","9 slices bacon + 1 onion, finely diced + 7 potatoes, peeled and cubed + 1 teaspoon garlic powder + 3 cups vegetable broth + 2 cups half-and-half + 3 tablespoons all-purpose flour + 3<U+2009>¼ cups shredded Cheddar-Monterey Jack cheese blend, divided + 1 teaspoon finely chopped fresh chives, or to taste (Optional)"
"soups-stews-and-chili.soup.vegetable-soup.potato-soup","Bacon and Potato Soup",0,0,370,"A delicious winter warmer.","prep: 15 mins,cook: 35 mins,total: 50 mins,Servings: 6,Yield: 5 -6 cups","6 thick slices bacon + 1<U+2009>½ teaspoons olive oil + ½ cup chopped onion + ½ cup chopped carrots + 1 stalk celery, chopped + 4 cups low fat, low sodium chicken broth + 4 cups cubed potatoes + <U+215B> teaspoon cayenne pepper + ½ cup shredded Cheddar cheese + ½ teaspoon kosher salt"
"soups-stews-and-chili.soup.vegetable-soup.potato-soup","Potato Chowder Soup I",4.5,149,122,"This is a creamy, cheesy soup that is easy and delicious! Great in bread bowls.","prep: 20 mins,cook: 30 mins,total: 50 mins,Servings: 8,Yield: 8 servings","2 cups peeled and diced potatoes + ½ cup diced carrots + ½ cup diced celery + ¼ cup chopped onion + 1 teaspoon salt + ¼ cup butter + 2 cups milk + ¼ cup all-purpose flour + 2 (15 ounce) cans whole kernel corn, drained + 2<U+2009>½ cups shredded Cheddar cheese"
"soups-stews-and-chili.soup.vegetable-soup.potato-soup","Perfect Potato Soup",4.5,39,35,"Say goodbye to ho-hum potato soup! Easy to prepare with ingredients you probably have on hand. Garnish with a pat of butter if desired. Best served with warm, crisp bread.","prep: 30 mins,cook: 50 mins,total: 1 hr 20 mins,Servings: 6,Yield: 6 servings","6 russet potatoes, peeled and cut into 1/2-inch cubes + 5 slices bacon, cut into 1/2-inch pieces + 3 tablespoons butter + 2 stalks celery, cut into 1/4-inch slices + ½ large onion, diced small + 20 baby carrots, cut into 1/4-inch pieces + 2 teaspoons kosher salt, divided + 1<U+2009>½ teaspoons freshly ground black pepper, divided + 3 tablespoons all-purpose flour + 2 cups half-and-half + 1<U+2009>½ cups chicken broth + ¼ teaspoon dried thyme + <U+215B> teaspoon cayenne pepper + 1 dash ground nutmeg + 4 green onions, finely sliced + 1 dash paprika, or to taste"
