group,name,rating,process,ingredient
soups-stews-and-chili.soup.vegetable-soup.tomato-soup,tuscan tomato artichoke soup,4.5,prep minscook minstotal minsservings yield servings,tablespoons olive oil small onion chopped cloves garlic chopped ounce can artichoke hearts drained and chopped ounce can italianstyle diced tomatoes cup vegetable broth ½ cup chopped roasted red bell peppers teaspoon dried basil teaspoon herbes de provence salt and ground black pepper to taste ¾ cup nonfat halfandhalf ½ cup grated parmesan cheese
soups-stews-and-chili.soup.vegetable-soup.tomato-soup,homemade tomato soup,4.5,prep minscook hr minstotal hr minsservings yield gallon,pounds tomatoes halved or more to taste cloves unpeeled garlic or more to taste tablespoons olive oil tablespoons coarse salt or to taste tablespoons butter medium onion diced teaspoons white sugar or more to taste teaspoon dried oregano cups vegetable stock ½ cup heavy cream optional salt and ground black pepper to taste
soups-stews-and-chili.soup.vegetable-soup.tomato-soup,fireroasted tomato soup,4.5,prep minscook minstotal minsservings yield servings,tablespoon olive oil large onion chopped cloves garlic minced cups vegetable broth such as penzys® ounce cans fireroasted diced tomatoes tablespoons chopped fresh cilantro divided teaspoon white sugar ¼ teaspoon red pepper flakes ½ cup heavy whipping cream
soups-stews-and-chili.soup.vegetable-soup.tomato-soup,cheesiest tomato soup,0,prep minscook minstotal minsservings yield servings,ounce cans whole peeled tomatoes cups chicken broth cups shredded sharp cheddar cheese ounce can tomato paste teaspoon dried parsley teaspoon dried basil leaves ½ teaspoon dried tarragon pinch dried thyme salt and pepper to taste
soups-stews-and-chili.soup.vegetable-soup.tomato-soup,slow cooker creamy tomato soup,0,prep minscook hrs minstotal hrs minsservings yield servings,tablespoon extravirgin olive oil onions sliced cloves garlic cloves smashed and peeled or more to taste ounce cans italianstyle plum tomatoes drained cups vegetable broth ounce jar tomato sauce sprigs flatleaf parsley teaspoon salt teaspoon white sugar cups halfandhalf
soups-stews-and-chili.soup.vegetable-soup.tomato-soup,cream of fresh tomato soup,0,prep minscook minstotal minsservings yield servings,large tomatoes chopped ½ cup chopped onion ½ teaspoon white sugar salt to taste ground black pepper to taste tablespoons margarine tablespoons allpurpose flour cups milk
soups-stews-and-chili.soup.vegetable-soup.tomato-soup,favorite basiltomato soup,0,prep minscook minstotal minsservings yield servings,ounce cans crushed tomatoes ounce can chicken broth fresh basil leaves or more to taste finely chopped teaspoon white sugar cup heavy whipping cream ½ cup butter
soups-stews-and-chili.soup.vegetable-soup.tomato-soup,lowfat cream of tomato soup,4,prep minscook minstotal minsservings yield servings,ounce cans diced tomatoes undrained tablespoons chopped onion u½ tablespoons white sugar teaspoons salt ub teaspoon ground cloves ½ teaspoon ground black pepper fluid ounce can fatfree evaporated milk
soups-stews-and-chili.soup.vegetable-soup.tomato-soup,apple bacon tomato soup,4.5,prep minscook minstotal minsservings yield servings,slices bacon tablespoon olive oil ½ white onion chopped teaspoons garlic minced cups beef stock ounce can pinto beans ounce can italianstyle stewed tomatoes stalks celery chopped bay leaf medium apple thinly sliced ½ cup red wine salt and pepper to taste
soups-stews-and-chili.soup.vegetable-soup.tomato-soup,kentucky tomato soup,0,prep minscook minstotal minsservings yield servings,tablespoons butter cup chopped onion ½ cup chopped carrots stalks celery chopped cloves garlic minced ¼ cup chopped fresh flatleaf parsley u½ cups chopped fresh tomatoes ounce can tomato sauce ¾ cup strong brewed coffee ¼ cup water teaspoon white sugar teaspoon salt ground black pepper to taste u cup heavy cream
soups-stews-and-chili.soup.vegetable-soup.tomato-soup,sweet and chunky tomato soup,4.5,prep minscook minstotal minsservings yield servings,½ red bell pepper diced ½ yellow bell pepper diced ¾ teaspoon butter divided tomatoes peeled and sliced medium onion diced cloves garlic minced cups chicken broth teaspoons salt teaspoon white sugar ¼ teaspoon ground cloves u½ teaspoons dried oregano u½ teaspoons dried basil cup milk tablespoon cornstarch
soups-stews-and-chili.soup.vegetable-soup.tomato-soup,creamy tomato and cream cheese soup,0,servings yield to servings,ounce cans diced tomatoes stalks celery chopped cloves garlic minced red bell pepper chopped tablespoons margarine ½ pound mushrooms chopped onion finely diced tablespoons allpurpose flour teaspoon white sugar cups beef stock ½ teaspoon dried basil ½ teaspoon dried rosemary ½ teaspoon dried thyme ounce package cream cheese salt and pepper to taste tablespoons chopped fresh parsley
soups-stews-and-chili.soup,egg drop soup better than restaurant quality,4.5,prep minscook minstotal minsservings yield cup,cup chicken broth ¼ teaspoon soy sauce ¼ teaspoon sesame oil teaspoon cornstarch optional teaspoons water optional egg beaten drop yellow food coloring optional ub teaspoon salt optional ½ teaspoon ground white pepper optional teaspoon chopped fresh chives
soups-stews-and-chili.soup,gazpacho,0,prep minsadditional hrstotal hrs minsservings yield servings,cups tomato juice onion minced green bell pepper minced cucumber chopped cups chopped tomatoes green onions chopped clove garlic minced tablespoons fresh lemon juice tablespoons red wine vinegar teaspoon dried tarragon teaspoon dried basil ¼ cup chopped fresh parsley teaspoon white sugar salt and pepper to taste
soups-stews-and-chili.soup,chicken tortilla soup,4.5,prep minscook minstotal minsservings,tablespoon olive oil medium onion chopped cloves garlic minced ounce can crushed tomatoes ounce can condensed chicken broth u¼ cups water teaspoons chili powder teaspoon dried oregano ounce can black beans rinsed and drained large boneless chicken breast halves cooked and cut into bitesized pieces cup whole corn kernels cooked cup white hominy ounce can chopped green chile peppers ¼ cup chopped fresh cilantro ½ cup crushed tortilla chips or to taste medium avocados sliced or to taste ½ cup shredded monterey jack cheese or to taste tablespoons chopped green onions or to taste
soups-stews-and-chili.soup,california italian wedding soup,0,prep minscook minstotal minsservings,½ pound extralean ground beef egg lightly beaten tablespoons italianseasoned bread crumbs tablespoon grated parmesan cheese tablespoons shredded fresh basil leaves tablespoon chopped italian flat leaf parsley optional green onions sliced optional u¾ cups chicken broth cups finely sliced escarole spinach may be substituted lemon zested ½ cup orzo riceshaped pasta uncooked grated parmesan cheese for topping
soups-stews-and-chili.soup,fresh tomato soup,0,prep minscook minstotal minsservings yield servings,cups chopped fresh tomatoes slice onion whole cloves cups chicken broth tablespoons butter tablespoons allpurpose flour teaspoon salt teaspoons white sugar or to taste
soups-stews-and-chili.soup,slow cooker lentil and ham soup,0,prep minscook hrstotal hrs minsservings yield servings,cup dried lentils cup chopped celery cup chopped carrots cup chopped onion cloves garlic minced u½ cups diced cooked ham ½ teaspoon dried basil ¼ teaspoon dried thyme ½ teaspoon dried oregano bay leaf ¼ teaspoon black pepper ounces chicken broth cup water teaspoons tomato sauce
soups-stews-and-chili.soup,beef noodle soup,4.5,prep minscook minstotal minsservings yield servings,pound cubed beef stew meat cup chopped onion cup chopped celery ¼ cup beef bouillon granules ¼ teaspoon dried parsley pinch ground black pepper cup chopped carrots u¾ cups water u½ cups frozen egg noodles
soups-stews-and-chili.soup,absolutely ultimate potato soup,4.5,prep minscook minstotal minsservings yield servings,pound bacon chopped stalks celery diced onion chopped cloves garlic minced potatoes peeled and cubed cups chicken stock or enough to cover potatoes tablespoons butter ¼ cup allpurpose flour cup heavy cream teaspoon dried tarragon teaspoons chopped fresh cilantro salt and freshly ground black pepper to taste
soups-stews-and-chili.soup,creamy italian white bean soup,0,prep minscook minstotal minsservings yield servings,tablespoon vegetable oil onion chopped stalk celery chopped clove garlic minced ounce cans white kidney beans rinsed and drained ounce can chicken broth ¼ teaspoon ground black pepper ub teaspoon dried thyme cups water bunch fresh spinach rinsed and thinly sliced tablespoon lemon juice
soups-stews-and-chili.soup,rich and simple french onion soup,0,prep minscook minstotal minsservings yield servings,½ cup unsalted butter tablespoons olive oil cups sliced onions cups beef broth tablespoons dry sherry teaspoon dried thyme pinch salt and pepper to taste slices french bread slices provolone cheese slices swiss cheese diced ¼ cup grated parmesan cheese
soups-stews-and-chili.soup,miso soup,4.5,prep minscook minstotal minsservings yield servings,teaspoons dashi granules cups water tablespoons miso paste ounce package silken tofu diced green onions sliced diagonally into inch pieces
soups-stews-and-chili.soup,chef johns manhattan clam chowder,5,prep minscook hrtotal hr minsservings yield servings,ounce cans whole baby clams undrained ounce cans chopped clams undrained strips thickcut bacon cut into inch pieces cup diced yellow onion cloves garlic minced kosher salt to taste tablespoons tomato paste tablespoons allpurpose flour cup bottled clam juice cups chicken broth medium carrots cut into inch pieces ribs celery sliced into inch pieces ½ cup diced italian tomatoes freshly ground black pepper to taste pinches cayenne pepper cups peeled diced yukon gold potatoes teaspoons minced fresh tarragon tablespoons chopped fresh italian parsley
soups-stews-and-chili.soup,the best thai coconut soup,0,prep minscook minstotal hr minsservings yield servings,tablespoon vegetable oil tablespoons grated fresh ginger stalk lemon grass minced teaspoons red curry paste cups chicken broth tablespoons fish sauce tablespoon light brown sugar ounce cans coconut milk ½ pound fresh shiitake mushrooms sliced pound medium shrimp peeled and deveined tablespoons fresh lime juice salt to taste ¼ cup chopped fresh cilantro
soups-stews-and-chili.soup,split pea soup,4.5,prep minscook hrsadditional hrs minstotal hrs minsservings yield to servings,u¼ cups dried split peas quarts cold water u½ pounds ham bone onions thinly sliced ½ teaspoon salt ¼ teaspoon ground black pepper pinch dried marjoram stalks celery chopped carrots chopped potato diced
soups-stews-and-chili.soup,my best clam chowder,4.5,prep minscook minstotal minsservings yield servings,ounce cans minced clams cup minced onion cup diced celery cups cubed potatoes cup diced carrots ¾ cup butter ¾ cup allpurpose flour quart halfandhalf cream tablespoons red wine vinegar u½ teaspoons salt ground black pepper to taste
soups-stews-and-chili.soup,butternut squash soup,4.5,prep minscook minstotal hr minsservings yield servings,tablespoons butter small onion chopped stalk celery chopped medium carrot chopped medium potatoes cubed medium butternut squash peeled seeded and cubed fluid ounce container chicken stock salt and freshly ground black pepper to taste
soups-stews-and-chili.soup,chef johns creamy mushroom soup,4.5,prep minscook hr minstotal hr minsservings,¼ cup unsalted butter ounce packages sliced fresh mushrooms pinch salt medium yellow onion diced u½ tablespoons allpurpose flour sprigs fresh thyme tied in a bundle with kitchen twine cloves garlic peeled cups chicken broth or more to taste cup water or more to taste cup heavy whipping cream salt and freshly ground black pepper to taste teaspoon fresh thyme leaves for garnish or to taste
soups-stews-and-chili.soup,ham and split pea soup recipe a great soup,5,prep minscook hr minstotal hr minsservings yield servings,tablespoons butter ½ onion diced ribs celery diced cloves garlic sliced pound ham diced bay leaf pound dried split peas quart chicken stock u½ cups water salt and ground black pepper to taste
soups-stews-and-chili.soup,slow cooker chicken and dumplings,4.5,prep minscook hrstotal hrs minsservings,skinless boneless chicken breast halves tablespoons butter ounce cans condensed cream of chicken soup medium onion finely diced ounce package refrigerated biscuit dough cups water or as needed to cover
soups-stews-and-chili.soup,cabbage fatburning soup,0,prep minscook minstotal minsservings yield servings,carrots chopped onions chopped ounce cans whole peeled tomatoes with liquid large head cabbage chopped ounce envelope dry onion soup mix ounce can cut green beans drained quarts tomato juice green bell peppers diced stalks celery chopped ounce can beef broth
soups-stews-and-chili.soup,spicy lime avocado soup,0,prep minscook minstotal minsservings yield servings,skinless boneless chicken breasts tablespoon olive oil large white onion chopped divided limes juiced cup chopped cilantro divided jalapeno peppers halved and thinly sliced cloves garlic minced cups water tablespoons reducedsodium chicken bouillon powder large firmripe avocados cut into chunks ¼ cup crumbled queso fresco or to taste
soups-stews-and-chili.soup,aprils spicy chickpea soup with kale,5,prep minscook minstotal minsservings yield servings,tablespoon olive oil teaspoons cumin seeds ½ teaspoon red pepper flakes optional medium onion minced large carrot peeled and diced stalks celery diced cloves garlic minced cups chicken broth ounce can chickpeas rinsed drained and lightly smashed small bunch kale chopped salt and ground black pepper to taste ½ cup finely chopped fresh parsley tablespoon freshly grated parmesan cheese or to taste optional
soups-stews-and-chili.soup,cream of fresh asparagus soup,4.5,prep minscook minstotal minsservings,pound fresh asparagus trimmed and cut into inch pieces ounce can chicken broth divided ½ cup chopped onion tablespoons butter tablespoons allpurpose flour teaspoon salt pinch ground black pepper cup milk ½ cup sour cream teaspoon fresh lemon juice
soups-stews-and-chili.soup,basic ham and bean soup,4.5,prep minscook hrs minstotal hrsservings yield to servings,pound dry great northern beans cups water ½ teaspoon salt ham hock cup chopped carrots ½ stalk celery chopped cup chopped onion teaspoon minced garlic teaspoon mustard powder bay leaves cups chopped ham ½ teaspoon ground white pepper
soups-stews-and-chili.soup,ukrainian red borscht soup,4.5,prep minscook minstotal hr minsservings,ounce package pork sausage medium beets peeled and shredded carrots peeled and shredded medium baking potatoes peeled and cubed ½ medium head cabbage cored and shredded cup diced tomatoes drained tablespoon vegetable oil medium onion chopped ounce can tomato paste u¾ cups water divided or as needed cloves garlic minced teaspoon white sugar or to taste salt and pepper to taste ½ cup sour cream for topping tablespoon chopped fresh parsley for garnish
soups-stews-and-chili.soup,cream of mushroom soup,4.5,prep minscook minstotal minsservings,cups sliced fresh mushrooms u½ cups chicken broth ½ cup chopped onion ub teaspoon dried thyme tablespoons butter tablespoons allpurpose flour ¼ teaspoon salt ¼ teaspoon ground black pepper cup halfandhalf tablespoon sherry
soups-stews-and-chili.soup,caldo de res mexican beef soup,5,prep minscook hrstotal hrs minsservings yield servings,pounds beef shank with bone tablespoon vegetable oil teaspoons salt teaspoons ground black pepper onion chopped ounce can diced tomatoes cups beef broth cups water medium carrot coarsely chopped ¼ cup chopped fresh cilantro potato quartered optional ears corn husked and cut into thirds chayotes quartered optional medium head cabbage cored and cut into wedges ¼ cup sliced pickled jalapenos ¼ cup finely chopped onion cup chopped fresh cilantro limes cut into wedges radishes quartered
soups-stews-and-chili.soup,delicious ham and potato soup,0,prep minscook minstotal minsservings,u½ cups peeled and diced potatoes u¼ cups water ¾ cup diced cooked ham u cup diced celery u cup finely chopped onion tablespoons chicken bouillon granules teaspoon ground white or black pepper or to taste ½ teaspoon salt or to taste tablespoons butter tablespoons allpurpose flour cups milk
soups-stews-and-chili.soup,broccoli cheese soup,4.5,prep minscook minstotal minsservings,½ cup butter onion chopped ounce package frozen chopped broccoli ounce cans chicken broth pound loaf processed cheese food cubed cups milk tablespoon garlic powder u cup cornstarch cup water
soups-stews-and-chili.soup,quinoa and vegetable soup,4.5,prep minscook minstotal hr minsservings yield servings,tablespoons olive oil tablespoons butter onion chopped clove garlic minced ½ cup diced carrot ½ cup chopped celery tablespoons dried parsley teaspoon dried basil bay leaf pinch dried thyme ounce cartons chicken broth ounce can crushed tomatoes cups shredded cabbage ounce can light red kidney beans drained ½ cup quinoa ½ cup grated parmesan cheese optional
soups-stews-and-chili.soup,superdelicious zuppa toscana,5,prep minscook hrtotal hr minsservings yield servings,pound bulk mild italian sausage u¼ teaspoons crushed red pepper flakes slices bacon cut into inch pieces large onion diced tablespoon minced garlic ounce cans chicken broth potatoes thinly sliced cup heavy cream ¼ bunch fresh spinach tough stems removed
soups-stews-and-chili.stews,slow cooker beef stew,0,prep minscook hrstotal hrs minsservings yield servings,pounds beef stew meat cut into inch pieces ¼ cup allpurpose flour ½ teaspoon salt ½ teaspoon ground black pepper u½ cups beef broth medium carrots sliced medium potatoes diced medium onion chopped stalk celery chopped teaspoon worcestershire sauce teaspoon ground paprika clove garlic minced large bay leaf
soups-stews-and-chili.stews,beef tips,4.5,prep minscook hr minstotal hr minsservings,tablespoons vegetable oil medium onion chopped pounds cubed beef stew meat cups water divided ¼ cup soy sauce ¼ cup worcestershire sauce teaspoon garlic powder teaspoon salt teaspoon ground black pepper ounce packet dry brown gravy mix
soups-stews-and-chili.stews,instant pot best beef stew,4.5,prep minscook minsadditional minstotal hr minsservings,tablespoon butter pound beef chuck cut into inch cubes yukon gold potatoes cubed u½ cups mushrooms halved onion cut into wedges carrots cut into inch thick slices cloves garlic minced cups beef broth tablespoon worcestershire sauce tablespoon tomato paste teaspoon salt ½ teaspoon ground black pepper ½ teaspoon dried rosemary
soups-stews-and-chili.stews,cuban beef stew,0,prep minscook hrstotal hrs minsservings yield to servings,tablespoons olive oil onion chopped cloves garlic minced red bell pepper chopped u½ pounds sirloin tips cubed bay leaves ½ teaspoon ground cumin teaspoon dried oregano ½ cup dry sherry ounce can tomato sauce tablespoons red wine vinegar ¼ cup pimentostuffed green olives ¼ cup raisins tablespoons capers potatoes peeled and quartered salt and pepper to taste
soups-stews-and-chili.stews,boeuf bourguignon,4.5,prep minscook hrs minstotal hrs minsservings yield servings,¼ cup vegetable oil onions sliced pounds lean beef cut into inch cubes u½ tablespoons allpurpose flour ¼ teaspoon dried marjoram ¼ teaspoon dried thyme freshly ground black pepper to taste cup dry red wine ½ cup beef broth ounce package sliced fresh mushrooms
soups-stews-and-chili.stews,red chile braised beef stew over mashed sweet potatoes,5,prep minscook hrtotal hr minsservings yield servings,large sweet potatoes teaspoon smoked paprika teaspoon oregano ½ teaspoon ground cumin ½ teaspoon salt or to taste ½ teaspoon fresh ground black pepper tablespoons vegetable oil or as needed u½ pounds beef stew meat cubed ½ cup chopped onion cup beef broth ounce bottle mexican guajillo red chile cooking sauce such as herdez® tablespoons tomato paste green onions chopped optional u cup light sour cream tablespoon butter salt to taste
soups-stews-and-chili.stews,beef tinaktak,0,prep minscook minstotal minsservings yield servings,pound lean ground beef tablespoons olive oil onion diced cup halved cherry tomatoes cup inch sliced green onions ¼ cup light soy sauce divided lemon juiced divided cloves garlic minced cube beef bouillon optional ½ teaspoon ground black pepper ounce can sliced water chestnuts halved cup inch cut green beans ounce can coconut milk hot red chile pepper donnesali chopped optional
soups-stews-and-chili.stews,new mexico green chile brisket stew,0,prep minscook hrs minsadditional minstotal hrsservings yield servings,u¼ pounds beef brisket u½ teaspoons chili powder teaspoon dried oregano teaspoon onion powder ½ teaspoon ground cumin ½ teaspoon ground black pepper ¼ teaspoon herbes de provence crumbled pinch ground red chile pepper ¼ cup masa harina u½ tablespoons vegetable oil cup sliced carrots cup sliced celery medium yellow onion coarsely chopped ounce can chicken broth cup dried pinto beans sorted and rinsed potatoes peeled and diced medium tomatoes peeled seeded and diced cup chopped green chile peppers cup water teaspoon garlic salt
soups-stews-and-chili.stews,ghormeh sabzi persian herb stew,5,prep minscook hrs minstotal hrs minsservings yield servings,¼ cup canola oil divided large yellow onion finely chopped teaspoon ground turmeric u½ pounds boneless chuck roast cut into inch cubes u½ cups finely chopped spinach cup finely chopped green onions green part only ½ cup finely chopped italian flatleaf parsley ¼ cup finely chopped cilantro ¼ cup finely chopped chives ¼ cup finely chopped fenugreek leaves u½ cups water or more as needed salt and ground black pepper to taste lemon juiced dried persian limes limoo amani or more to taste ounce can red kidney beans drained and rinsed
soups-stews-and-chili.stews,beef stew v,4.5,prep minscook hrs minstotal hrs minsservings yield servings,pounds beef stew meat cut into inch cubes teaspoons salt divided teaspoon ground black pepper divided ¼ cup allpurpose flour ¼ cup butter tablespoon vegetable oil onion chopped ounce can whole peeled tomatoes cups water cubes beef bouillon cloves garlic minced tablespoons chopped parsley ub teaspoon dried thyme cup red wine carrots chopped stalks celery chopped potatoes cubed cups pearl onions
soups-stews-and-chili.stews,beef and guinness stew,5,prep minscook hrs minstotal hrsservings,slices bacon cut into small pieces u½ pounds boneless beef chuck cut into inch pieces u½ teaspoons salt divided or more to taste freshly ground black pepper to taste onions coarsely chopped cloves garlic minced ounce can dark beer such as guinness® ¼ cup tomato paste carrots cut into inch pieces stalks celery cut into inch pieces sprigs fresh thyme teaspoon white sugar ½ teaspoon freshly ground black pepper or to taste u½ cups chicken stock or as needed to cover cups mashed potatoes optional
soups-stews-and-chili.stews,chile colorado,0,prep minscook hrs minstotal hrs minsservings yield servings,new mexico dry chiles washed with stems and seeds removed cups water pounds boneless beef chuck roast trimmed of fat ½ cup allpurpose flour tablespoon kosher salt tablespoon black pepper tablespoons olive oil large yellow onion chopped cups beef stock or water
soups-stews-and-chili.stews,rustic slow cooker stew,3.5,prep minscook hrstotal hrs minsservings yield servings,pounds beef stew meat salt and pepper to taste ounce cans beef broth ounce can condensed beef consomme cups burgundy wine cup water optional teaspoon ground mustard seed teaspoon dried thyme red potatoes cut into chunks ½ pound baby carrots ½ pound pearl onions peeled tablespoons cornstarch optional tablespoon water optional
soups-stews-and-chili.stews,classic hearty beef stew,5,prep hrcook hrs minstotal hrs minsservings yield servings,pound boneless beef round steak cut into inch cubes kosher salt and cracked black pepper to taste ¼ cup allpurpose flour tablespoon smoked paprika tablespoon canola oil cups chopped onion cloves garlic minced tablespoons tomato paste cups dry red wine tablespoon dried thyme tablespoon dried rosemary tablespoon herbes de provence bay leaves cups beef broth or more as needed tablespoon worcestershire sauce cups chopped carrots cups cubed yukon gold potatoes cup fresh peas u½ teaspoons chopped fresh rosemary teaspoon chopped fresh thyme or to taste
soups-stews-and-chili.stews,slow cooker beef bourguignon,0,prep minscook hrs minstotal hrs minsservings yield servings,tablespoons butter tablespoons vegetable oil medium onions quartered pounds beef stew meat milliliter bottle red wine carrots chopped into large chunks sprigs fresh thyme large bay leaves salt and freshly ground black pepper to taste
soups-stews-and-chili.stews,beef and cabbage stew,5,prep minscook hrs minstotal hrs minsservings yield servings,u½ pounds beef stew meat cut into inch pieces cube beef bouillon cups beef broth large onion chopped ¼ teaspoon ground black pepper bay leaf potatoes peeled and cubed cups shredded cabbage celery ribs sliced carrot sliced ounce can tomato sauce salt to taste
soups-stews-and-chili.stews,puerto rican canned corned beef stew,0,prep minscook minstotal minsservings yield servings,small potato peeled and cubed tablespoons olive oil ½ cup sweet corn kernels tablespoons sofrito cloves garlic ounce can tomato sauce teaspoon dried oregano bay leaf ½ cup water ounce can corned beef salt and ground black pepper to taste
soups-stews-and-chili.stews,northern italian beef stew,0,prep minscook hrs minstotal hrs minsservings yield servings,tablespoons olive oil pounds lean top round trimmed and cut into inch cubes large sweet onions diced cups large chunks of celery large carrots peeled and cut into large rounds pound crimini mushrooms sliced tablespoons minced garlic cups dry red wine large tomatoes chopped u½ pounds red potatoes such as red bliss cut into inch chunks tablespoon dried basil teaspoon dried thyme teaspoon dried marjoram ½ teaspoon dried sage quart beef stock cups tomato sauce
soups-stews-and-chili.stews,moms hearty beef stew with dumplings,0,prep minscook hrs minstotal hrs minsservings yield servings,tablespoon extravirgin olive oil onion coarsely chopped pounds cubed beef stew meat teaspoons steak seasoning such as montreal steak seasoning® divided stalks celery each cut into pieces cups water or to cover ounce packages dry brown gravy mix cups water small turnip peeled and quartered carrots peeled and quartered potatoes peeled and quartered u½ cups allpurpose flour teaspoons baking powder ¾ teaspoon salt tablespoons shortening ¾ cup milk
soups-stews-and-chili.stews,ground beef and vegetable stew,0,prep minscook hr minstotal hr minsservings yield servings,pound ground beef small onion finely chopped clove garlic finely chopped cups water tablespoons beef base ounce can tomato sauce tablespoon worcestershire sauce teaspoon ground black pepper ½ teaspoon celery salt ¼ teaspoon ground marjoram large carrots cut into rounds medium potatoes peeled and cubed cup green beans trimmed and cut into inch pieces tablespoons allpurpose flour tablespoons water or more as needed
soups-stews-and-chili.stews,get a husband brunswick stew,0,prep minscook hrstotal hrs minsservings yield servings,tablespoon olive oil cup chopped onions stalks celery chopped u½ pounds ground pork u½ pounds ground beef pound whole cooked chicken deboned and shredded ounce cans whole peeled tomatoes with liquid chopped cup ketchup ½ cup hickory flavored barbeque sauce salt and pepper to taste teaspoon hot sauce to taste green bell pepper ounce cans cream style corn
soups-stews-and-chili.stews,simple beef stew,0,prep minscook hr minstotal hr minsservings yield servings,tablespoons vegetable oil pounds room temperature beef stew meat cut into inch cubes ½ cup allpurpose flour yellow onion roughly chopped teaspoon minced garlic ounce carton lowsodium beef broth ounce can crushed tomatoes yellow potatoes or more to taste cubed stalks celery chopped cup baby carrots teaspoon creole seasoning such as tony chacheres® teaspoon dried basil
soups-stews-and-chili.stews,greekstyle beef stew stifado,0,prep minsadditional minscook hrs minstotal hrs minsservings,pounds boneless beef chuck roast cut into inch cubes teaspoons freshly ground black pepper tablespoon kosher salt tablespoons olive oil divided pound small shallots ½ cup diced onion cloves garlic minced pinch kosher salt tablespoons tomato paste ¼ cup red wine vinegar cup white wine teaspoons white sugar ¼ teaspoon ground cinnamon ub teaspoon ground allspice pinch ground cloves teaspoon dried oregano large bay leaves sprigs fresh rosemary cups beef broth or more as needed
soups-stews-and-chili.stews,beef stifado in the slow cooker,0,prep minscook hrs minstotal hrs minsservings yield servings,tablespoons olive oil divided pounds cubed beef stew meat large onion roughly chopped cloves garlic crushed ounce can diced tomatoes teaspoon ground nutmeg cinnamon stick bay leaves sprig fresh rosemary salt and freshly ground black pepper to taste cup red wine tablespoons vinegar tablespoons ketchup or more to taste pound baby shallots peeled
soups-stews-and-chili.stews,cabbage jambalaya,4.5,prep minscook minstotal hr minsservings yield servings,pound ground beef pound smoked sausage cut into inch slices onion chopped stalks celery chopped clove garlic chopped medium head cabbage chopped ounce can stewed tomatoes u½ fluid ounces water cup uncooked rice pinch garlic salt or to taste
soups-stews-and-chili.stews,slow cooker beef neck bones and gravy,4.5,prep minscook hrs minstotal hrs minsservings yield servings,u½ pounds beef neck bones or more to taste teaspoon ground cumin teaspoon ground allspice teaspoon ground black pepper ½ teaspoon red pepper flakes ½ teaspoon salt ½ cup allpurpose flour divided tablespoons olive oil cloves garlic minced cups beef broth onion sliced into long pieces
soups-stews-and-chili.stews,slow cooker beef stew iv,4.5,prep minscook hrstotal hrs minsservings yield servings,pounds cubed beef stew meat ¼ cup allpurpose flour ½ teaspoon salt or to taste tablespoons olive oil cup baby carrots large potatoes cubed tablespoon dried parsley teaspoon ground black pepper cups boiling water ounce package dry onion soup mix tablespoons butter onions sliced ¼ cup red wine ¼ cup warm water tablespoons allpurpose flour
soups-stews-and-chili.stews,beef and lentil soup,4.5,prep minscook hrstotal hrs minsservings yield servings,tablespoons olive oil pound beef chuck cut into inch cubes salt and pepper to taste large stalks celery chopped large carrots chopped large onion chopped cloves garlic chopped u½ teaspoons dried cilantro teaspoon dried oregano ounce cartons chicken broth ounce can diced tomatoes cups dry lentils ¼ cup chopped fresh parsley ½ cup grated parmesan cheese or to taste
soups-stews-and-chili.stews,ropa vieja cuban beef,5,prep minscook hrs minsadditional hrs minstotal hrs minsservings yield servings,pound flank steak teaspoons kosher salt or more to taste teaspoon freshly ground black pepper pinch cayenne pepper or to taste tablespoons olive oil large red onion sliced cloves garlic sliced teaspoons ground cumin teaspoons paprika teaspoon dried oregano ¼ teaspoon cayenne pepper ub teaspoon ground cloves ub teaspoon ground allspice ½ cup white wine u½ cups tomato sauce u½ cups chicken broth bay leaves bell peppers sliced poblano pepper sliced ½ teaspoon smoked paprika tablespoons capers drained cup pimentostuffed green olives sliced teaspoon white sugar or to taste optional u cup chopped fresh cilantro
soups-stews-and-chili.stews,dads new zealand mince stew,0,prep minscook hrstotal hrs minsservings yield servings,tablespoon vegetable oil large onions sliced pounds ground beef cloves garlic chopped cup water cups ketchup cup beef stock tablespoons teriyaki sauce tablespoons black pepper tablespoon curry powder teaspoon garlic powder tablespoon onion powder tablespoon allpurpose flour ½ cup water
soups-stews-and-chili.stews,texas cowboy stew,4.5,prep minscook hrtotal hr minsservings yield servings,pounds ground beef ounce packages kielbasa sausage sliced into inch pieces cloves garlic chopped onion chopped ounce cans peeled and diced tomatoes drained medium baking potatoes peeled and diced ounce cans pinto beans with liquid ounce cans whole kernel corn with liquid ounce can diced tomatoes with green chile peppers with liquid ounce package frozen mixed vegetables cups water teaspoons ground cumin teaspoons chili powder salt and pepper to taste
soups-stews-and-chili.stews,beef green chili and tomato stew,4.5,prep minscook hrs minsadditional minstotal hrsservings yield to servings,¼ cup vegetable oil pounds beef chuck roast cut into inch cubes onions chopped cloves garlic minced ounce can roma tomatoes with juice ounce cans chopped green chile peppers drained fluid ounce can or bottle beer cup beef broth teaspoons dried oregano crushed u½ teaspoons ground cumin tablespoons worcestershire sauce salt to taste ground black pepper to taste
